State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
"NY","Carr Street Generating Station","50978","A",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power, Brookfield Renewable Energy Group","Antonio Zarrella (602290) (Ended Jul 24, 2013)<br>Patrick S Moriarty (607154) (Started Jul 24, 2013)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154) (Ended Apr 25, 2016)<br>Jon Elmer (608356) (Started Apr 25, 2016)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","470.0",
"NY","Carr Street Generating Station","50978","A",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","470.0",
"NY","Carr Street Generating Station","50978","A",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","470.0",
"NY","Carr Street Generating Station","50978","B",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Kimball A Osmars (603491) (Started May 05, 2009) (Ended Sep 01, 2009)<br>Thomas Deedy (1764) (Started Sep 01, 2009)","Antonio Zarrella (602290) (Started May 05, 2009)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Thomas Deedy (1764)","Antonio Zarrella (602290)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Thomas Deedy (1764) (Ended Feb 18, 2011)<br>Antonio Zarrella (602290) (Started Feb 18, 2011)","Antonio Zarrella (602290) (Ended Feb 18, 2011)<br>Kenny l Cloinger (606200) (Started Feb 18, 2011)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Antonio Zarrella (602290)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power, Brookfield Renewable Energy Group","Antonio Zarrella (602290) (Ended Jul 24, 2013)<br>Patrick S Moriarty (607154) (Started Jul 24, 2013)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Patrick S Moriarty (607154) (Ended Apr 25, 2016)<br>Jon Elmer (608356) (Started Apr 25, 2016)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","B",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","488.0",
"NY","Carr Street Generating Station","50978","B",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","488.0",
"NY","Carr Street Generating Station","50978","B",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Renewable Energy Group","Jon Elmer (608356)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","488.0",
"NY","Carthage Energy","10620","1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Tyrone A Heath (1670) (Started Apr 30, 2009)","Mark Beaudoin (603185) (Started Apr 30, 2009)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Tyrone A Heath (1670)","Mark Beaudoin (603185)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Tyrone A Heath (1670)","Mark Beaudoin (603185)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Tyrone A Heath (1670)","Mark Beaudoin (603185)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Tyrone A Heath (1670) (Ended Nov 20, 2013)<br>Greg Sharland (2129) (Started Nov 20, 2013)","Mark Beaudoin (603185) (Ended Nov 20, 2013)<br>Greg Sharland (2129) (Started Nov 20, 2013) (Ended Nov 20, 2013)<br>Walter J Relling (602898) (Started Nov 20, 2013)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Carthage Energy","10620","1",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Jefferson County","NY045","045","Cogeneration","43.9842","-75.6225","Carthage Energy, LLC","Wood Group Power Operations, Inc.","Greg Sharland (2129)","Walter J Relling (602898)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"11/01/1991","Operating","583.0",
"NY","Castleton Power, LLC","10190","1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","EPCOR","EPCOR","Jeffrey Wentz (603520) (Started Apr 29, 2009) (Ended Jul 13, 2009)<br>Scott Magie (2715) (Started Jul 13, 2009)","Steve G Konisky (2616) (Started Apr 29, 2009)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","600.0",
"NY","Castleton Power, LLC","10190","1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC, EPCOR","Castleton Energy Services, EPCOR","Scott Magie (2715) (Ended Jul 28, 2010)<br>John Walsh (605903) (Started Jul 28, 2010)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","600.0",
"NY","Castleton Power, LLC","10190","1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","600.0",
"NY","Castleton Power, LLC","10190","1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","600.0",
"NY","Castleton Power, LLC","10190","1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","615.0",
"NY","Castleton Power, LLC","10190","1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","630.0",
"NY","Castleton Power, LLC","10190","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903)","Steve G Konisky (2616)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","630.0",
"NY","Castleton Power, LLC","10190","1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","John Walsh (605903) (Ended Aug 08, 2016)<br>Steve G Konisky (2616) (Started Aug 08, 2016)","Steve G Konisky (2616) (Ended Aug 08, 2016)<br>Daniel Rotunno (2451) (Started Aug 08, 2016)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","650.0",
"NY","Castleton Power, LLC","10190","1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","Steve G Konisky (2616)","Daniel Rotunno (2451)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","670.0",
"NY","Castleton Power, LLC","10190","1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","Steve G Konisky (2616)","Daniel Rotunno (2451)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","670.0",
"NY","Castleton Power, LLC","10190","1",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","Steve G Konisky (2616)","Daniel Rotunno (2451)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","670.0",
"NY","Castleton Power, LLC","10190","1",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Rensselaer County","NY083","083","Electric Utility","42.5375","-73.7433","Castleton Power, LLC","Castleton Energy Services","Steve G Konisky (2616)","Daniel Rotunno (2451)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Steam Injection",,,"09/01/1992","Operating","670.0",
"NY","Cayuga Operating Company, LLC","2535","1","CSM001, CSM002, CSM003","2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Tompkins County","NY109","109","Electric Utility","42.6028","-76.6336","AES Corporation","AES Corporation","John C Marabella (1490) (Started Jun 09, 2009) (Ended Jun 18, 2009)<br>Jeff D Lamphere (604073) (Started Jun 18, 2009)","Andrew M Chadwick (1474) (Started Jun 09, 2009)","Table 1","Phase 1 Group 1","Tangentially-fired","Coal","Residual Oil","Wet Limestone","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"08/01/1955","Operating","1980.0",
